pointId,pathId,lon,lat,alt,valueOfTime1,valueOfTime2,valueOfTime3,valueOfTime4
1,1,104.19539699999996,35.86166,1.0,8,98,133,134
2,1,39.78233399999999,15.179384,1.0
1,2,104.19539699999996,35.86166,1.0,837,20031,22384,23210
2,2,57.55215199999998,-20.348404,1.0
1,3,104.19539699999996,35.86166,1.0,219,92,103,105
2,3,29.873887999999965,-1.940278,1.0
1,4,104.19539699999996,35.86166,1.0,58,103,458,485
2,4,55.49197700000002,-4.679574,1.0
1,5,104.19539699999996,35.86166,1.0,99,164,106,94
2,5,27.849332000000004,-13.133897,1.0
1,6,104.19539699999996,35.86166,1.0,59,67,98,127
2,6,20.93944399999998,6.611110999999999,1.0
1,7,104.19539699999996,35.86166,1.0,283,459,649,685
2,7,15.82765900000004,-0.228021,1.0
1,8,104.19539699999996,35.86166,1.0,107,176,294,331
2,8,11.60944399999994,-0.803689,1.0
1,9,104.19539699999996,35.86166,1.0,324,341,619,683
2,9,1.659626000000003,28.033886,1.0
1,10,104.19539699999996,35.86166,1.0,510,670,1195,1266
2,10,30.802498000000014,26.820553,1.0
1,11,104.19539699999996,35.86166,1.0,1368,2230,2788,3015
2,11,17.228331000000026,26.3351,1.0
1,12,104.19539699999996,35.86166,1.0,1668,1727,1215,1145
2,12,30.21763599999997,12.862807,1.0
1,13,104.19539699999996,35.86166,1.0,874,1321,3184,3857
2,13,24.684866000000056,-22.328474,1.0
1,14,104.19539699999996,35.86166,1.0,162,114,27,24
2,14,28.233608000000004,-29.609988,1.0
1,15,104.19539699999996,35.86166,1.0,3663,9695,19629,23026
2,15,22.937505999999985,-30.559482,1.0
1,16,104.19539699999996,35.86166,1.0,30,50,22,23
2,16,-23.605172100000004,15.120142,1.0
1,17,104.19539699999996,35.86166,1.0,121,141,248,264
2,17,-1.0231939999999895,7.946527,1.0
1,18,104.19539699999996,35.86166,1.0,128,127,78,85
2,18,-9.69664499999999,9.945587,1.0
1,19,104.19539699999996,35.86166,1.0,301,80,84,86
2,19,-3.9961660000000165,17.570692,1.0
1,20,104.19539699999996,35.86166,1.0,163,160,342,349
2,20,-10.940834999999993,21.00789,1.0
1,21,104.19539699999996,35.86166,1.0,318,230,231,229
2,21,-11.779889000000026,8.460555,1.0
1,22,104.19539699999996,35.86166,1.0,695,1588,4933,5124
2,22,66.92368399999998,48.019573,1.0
1,23,104.19539699999996,35.86166,1.0,770,426,324,303
2,23,74.76609800000006,41.20438,1.0
1,24,104.19539699999996,35.86166,1.0,375,273,296,298
2,24,59.55627800000002,38.969719,1.0
1,25,104.19539699999996,35.86166,1.0,2339,1792,1942,1933
2,25,64.58526200000006,41.377491,1.0
1,26,104.19539699999996,35.86166,1.0,22818,92140,512705,656846
2,26,127.76692200000002,35.907757,1.0
1,27,104.19539699999996,35.86166,1.0,1659157,1886037,2261833,2280210
2,27,114.10949700000003,22.396428,1.0
1,28,104.19539699999996,35.86166,1.0,150383,335600,629148,655480
2,28,138.252924,36.204824,1.0
